district_id,district_name,municipality_name,county_name,election_year,population_year,rest_world_unknown_pct,svmp_vote_pct,votes_s,votes_v,votes_mp,valid_votes,rest_world_unknown_residents_estimated,birth_population_estimated,coverage_quality,election_status
12780404,Västra Karup,Båstad,Skåne,2026,2025,3.2429333143843224,20.329218106995885,145,33,69,1215,63.646273,1962.614301,high_coverage,provisional
12780607,Torekov-Hov,Båstad,Skåne,2026,2025,2.971435125028249,21.09375,151,25,67,1152,41.933489,1411.220075,high_coverage,provisional
12780703,Östra Karup,Båstad,Skåne,2026,2025,4.32691523988505,23.08641975308642,135,20,32,810,60.538445,1399.113263,high_coverage,provisional
12780704,Hemmeslöv-Riviera,Båstad,Skåne,2026,2025,3.167931161536316,24.91325468424705,271,31,57,1441,62.617948,1976.619592,high_coverage,provisional
12800101,Gamla staden V,Malmö,Skåne,2026,2025,8.096424628935813,50.2191060473269,270,112,191,1141,133.114516,1644.114805,high_coverage,provisional
12800102,Gamla staden-Stortorget,Malmö,Skåne,2026,2025,11.549387473333137,34.44283646888567,258,104,114,1382,554.861412,4804.249691,high_coverage,provisional
12800103,Gamla staden-Caroli,Malmö,Skåne,2026,2025,14.796416880260503,48.91416752843847,227,138,108,967,240.004034,1622.041579,high_coverage,provisional
12800104,Gamla staden-Ö Tullgatan,Malmö,Skåne,2026,2025,13.2692106595082,47.64150943396226,263,115,127,1060,219.968003,1657.73239,high_coverage,provisional
12800105,Gamla staden-Österport,Malmö,Skåne,2026,2025,16.66562193607379,55.81920903954802,259,130,105,885,254.012884,1524.172845,high_coverage,provisional
12800106,Davidshall,Malmö,Skåne,2026,2025,8.85085195457416,44.63894967177243,306,130,176,1371,171.051034,1932.594002,high_coverage,provisional
12800107,Davidshall-Lugnet,Malmö,Skåne,2026,2025,11.786257118148399,50.71609098567818,295,153,154,1187,203.562966,1727.121375,high_coverage,provisional
12800108,Västra hamnen,Malmö,Skåne,2026,2025,8.346482651251327,40.01542020046261,288,69,162,1297,149.839301,1795.238872,high_coverage,provisional
12800109,Västra hamnen-Flaggskeppet,Malmö,Skåne,2026,2025,13.100649427151165,36.21825023518344,229,71,85,1063,97.41021,743.552528,high_coverage,provisional
12800110,Västra hamnen-Dockplatsen,Malmö,Skåne,2026,2025,7.142829227844935,25.355450236966824,224,36,61,1266,68.264516,955.706959,high_coverage,provisional
12800111,Slussen-Ö Förstadsg,Malmö,Skåne,2026,2025,14.330558793158392,53.751030502885406,308,177,167,1213,277.996264,1939.884327,high_coverage,provisional
12800112,Slussen,Malmö,Skåne,2026,2025,15.83858882897622,54.18181818181818,239,123,85,825,216.957027,1369.800235,high_coverage,provisional
12800113,Östervärn-Fredsgatan,Malmö,Skåne,2026,2025,27.686520501860123,67.31391585760518,283,266,75,927,459.382097,1659.226543,high_coverage,provisional
12800114,Östervärn-Nobelv,Malmö,Skåne,2026,2025,13.962942281016943,63.86093321134492,253,272,173,1093,254.350385,1821.61023,high_coverage,provisional
12800115,Ellstorp,Malmö,Skåne,2026,2025,10.915948109852879,49.38704028021016,301,135,128,1142,179.983283,1648.810357,high_coverage,provisional
12800116,N Sorgenfri,Malmö,Skåne,2026,2025,29.556538568958967,64.81675392670157,305,247,67,955,604.149928,2044.048313,high_coverage,provisional
12800117,Värnhem,Malmö,Skåne,2026,2025,24.555690360985437,66.36363636363636,160,152,53,550,284.411122,1158.22898,high_coverage,provisional
12800118,Rörsjöstaden-Rörsjöparken,Malmö,Skåne,2026,2025,9.38395147632331,65.91606960081883,226,197,221,977,150.316789,1601.849598,high_coverage,provisional
12800119,Rörsjöstaden-Kungsgatan,Malmö,Skåne,2026,2025,9.497352274235366,61.998361998362,279,216,262,1221,182.059731,1916.952491,high_coverage,provisional
12800120,V Sorgenfri-Betania,Malmö,Skåne,2026,2025,11.385568730146186,67.23952738990333,234,182,210,931,158.281511,1390.194155,high_coverage,provisional
12800121,V Sorgenfri-Rörsjö,Malmö,Skåne,2026,2025,20.76474565608555,71.58119658119658,279,236,155,936,331.361759,1595.790117,high_coverage,provisional
12800122,Lugnet-Rörsjö,Malmö,Skåne,2026,2025,13.90432086823881,51.23094958968347,195,129,113,853,194.474069,1398.659243,high_coverage,provisional
12800123,Lugnet,Malmö,Skåne,2026,2025,19.894615114687426,52.87958115183246,268,142,95,955,311.394702,1565.221042,high_coverage,provisional
12800124,Rådmansvången-Triangeln,Malmö,Skåne,2026,2025,13.99678491783258,56.05564648117839,307,209,169,1222,264.434608,1889.252493,high_coverage,provisional
12800125,Rådmansvången-Stadshuset,Malmö,Skåne,2026,2025,14.537968672487906,67.1115347950429,305,242,157,1049,238.1862,1638.37332,high_coverage,provisional
12800126,Rådmansvången-S Förstadsgatan,Malmö,Skåne,2026,2025,15.183079226268106,67.24611161939616,245,286,204,1093,275.400294,1813.863248,high_coverage,provisional
12800127,Rådmansvången-Tandläkarhögskolan,Malmö,Skåne,2026,2025,18.19567670809783,63.622170179547226,339,292,184,1281,363.339081,1996.842914,high_coverage,provisional
12800128,Västra hamnen-Fullriggaren,Malmö,Skåne,2026,2025,14.70092571696918,46.6198419666374,266,109,156,1139,238.823539,1624.547621,high_coverage,provisional
12800129,Gamla staden-S Promenaden,Malmö,Skåne,2026,2025,13.457146930330769,46.30225080385852,228,101,103,933,195.028301,1449.254452,high_coverage,provisional
12800130,Rörsjöstaden-Föreningsgatan,Malmö,Skåne,2026,2025,6.446067442781421,53.57852882703777,230,101,208,1006,93.83633,1455.714369,high_coverage,provisional
12800131,Västra hamnen-Kockum fritid,Malmö,Skåne,2026,2025,12.778736677401247,41.716328963051254,202,73,75,839,183.483206,1435.847773,high_coverage,provisional
12800132,Katrinelund-Värnhem,Malmö,Skåne,2026,2025,20.967621127961994,72.7351164797239,299,344,200,1159,595.514356,2840.161754,high_coverage,provisional
12800133,Västra hamnen-Isbergs gata,Malmö,Skåne,2026,2025,10.042044585987323,38.16425120772947,237,78,80,1035,154.039841,1533.948985,high_coverage,provisional
12800134,Västra hamnen-Bassängkajen,Malmö,Skåne,2026,2025,11.424493860481595,33.16289262235208,299,60,95,1369,186.176535,1629.626111,high_coverage,provisional
12800135,Västra hamnen-Bomgatan,Malmö,Skåne,2026,2025,13.318019195784322,40.72948328267477,255,73,74,987,236.058451,1772.474176,high_coverage,provisional
12800136,Västra hamnen-Varvsparken,Malmö,Skåne,2026,2025,14.014853162573162,38.36032388663968,231,64,84,988,141.18431,1007.390576,high_coverage,provisional
12800137,Värnhem-Rörsjö,Malmö,Skåne,2026,2025,21.10650658958186,66.95906432748538,292,217,178,1026,221.716269,1050.464074,high_coverage,provisional
12800201,Möllevången-Bergsgatan,Malmö,Skåne,2026,2025,24.281674771866708,69.94475138121547,240,280,113,905,389.962111,1605.993469,high_coverage,provisional
12800202,V Sorgenfri-Mariagatan,Malmö,Skåne,2026,2025,6.552807325287715,77.23765432098766,314,292,395,1296,123.63182,1886.700064,high_coverage,provisional
12800203,V Sorgenfri-Nobelv,Malmö,Skåne,2026,2025,14.321485183185906,78.71148459383754,220,365,258,1071,229.986563,1605.884865,high_coverage,provisional
12800204,Möllevångstorget N,Malmö,Skåne,2026,2025,19.06427444801736,78.08510638297872,243,340,151,940,313.611835,1645.023711,high_coverage,provisional
12800205,Möllevången-Folkets park,Malmö,Skåne,2026,2025,11.588150982594444,81.32094943240455,202,373,213,969,164.875614,1422.794838,high_coverage,provisional
12800206,Möllevången-Karlskronaplan,Malmö,Skåne,2026,2025,12.0746131261146,77.90393013100437,259,353,280,1145,213.181939,1765.538463,high_coverage,provisional
12800207,Möllevången-Bangatan,Malmö,Skåne,2026,2025,33.374554363106306,81.34228187919463,256,269,81,745,471.684077,1413.304495,high_coverage,provisional
12800208,Möllevången-Södervärnsplan,Malmö,Skåne,2026,2025,19.904510901246482,74.12429378531074,260,259,137,885,291.996407,1466.986094,high_coverage,provisional
12800209,Södervärn,Malmö,Skåne,2026,2025,19.418812255944815,73.98190045248869,221,291,142,884,288.8199,1487.320111,high_coverage,provisional
12800210,Flensburg-Allm sjukhuset,Malmö,Skåne,2026,2025,24.584089860054007,68.64516129032258,228,211,93,775,408.579208,1661.965972,high_coverage,provisional
12800211,S Sofielund-Seved,Malmö,Skåne,2026,2025,32.29811417964763,75.77639751552795,214,310,86,805,519.991286,1609.97414,high_coverage,provisional
12800212,N Sofielund-Sofielundsskolan,Malmö,Skåne,2026,2025,22.042035289314565,78.62010221465077,286,404,233,1174,542.308635,2460.338294,high_coverage,provisional
12800213,S Sofielund-Bryggeriet,Malmö,Skåne,2026,2025,32.10275525620385,83.1353919239905,260,349,91,842,642.998686,2002.939252,high_coverage,provisional
12800214,N Sofielund-Nobelv,Malmö,Skåne,2026,2025,15.33853724223866,82.13610586011342,246,378,245,1058,254.671414,1660.337032,high_coverage,provisional
12800215,N Sofielund-Nobeltorget,Malmö,Skåne,2026,2025,12.380584661735238,80.42659974905897,183,281,177,797,154.988989,1251.871323,high_coverage,provisional
12800216,Ö Sorgenfri-Kiviksgatan,Malmö,Skåne,2026,2025,10.873761629427756,75.30966143682906,264,392,256,1211,192.999049,1774.906013,high_coverage,provisional
12800217,Ö Sorgenfri-Nobelv,Malmö,Skåne,2026,2025,16.910854342215874,77.24867724867725,241,289,200,945,265.994929,1572.924251,high_coverage,provisional
12800218,Ö Sorgenfri-Sorgenfrivägen,Malmö,Skåne,2026,2025,30.21790168816722,82.59067357512953,299,381,117,965,536.938595,1776.889079,high_coverage,provisional
12800219,Ö Sorgenfri-Brantevik,Malmö,Skåne,2026,2025,12.059255876331818,68.4531059683313,250,204,108,821,156.991138,1301.831055,high_coverage,provisional
12800220,Annelund,Malmö,Skåne,2026,2025,24.991881625773352,79.18088737201366,271,293,132,879,374.25911,1497.522738,high_coverage,provisional
12800221,Lönngården,Malmö,Skåne,2026,2025,23.2003694959988,72.25806451612904,206,253,101,775,338.036623,1457.031204,high_coverage,provisional
12800222,Möllevångstorget S,Malmö,Skåne,2026,2025,18.288434155015107,82.3271130625686,191,373,186,911,268.648145,1468.951047,high_coverage,provisional
12800301,Hästhagen,Malmö,Skåne,2026,2025,4.1376915700939625,45.29644268774704,253,120,200,1265,69.019964,1668.078996,high_coverage,provisional
12800302,Fågelbacken N,Malmö,Skåne,2026,2025,8.498067275864294,50.455373406193075,304,102,148,1098,124.993172,1470.842345,high_coverage,provisional
12800303,Kronprinsen,Malmö,Skåne,2026,2025,12.251930405219964,46.56144306651635,241,102,70,887,179.979365,1468.987817,high_coverage,provisional
12800304,Fågelbacken S,Malmö,Skåne,2026,2025,10.744995640703097,48.61407249466951,220,118,118,938,149.931161,1395.358044,high_coverage,provisional
12800305,Kronborg-Teatern,Malmö,Skåne,2026,2025,9.962354091960584,53.40253748558247,222,95,146,867,129.033098,1295.206904,high_coverage,provisional
12800306,Rönneholm SO,Malmö,Skåne,2026,2025,9.744484569262518,49.82517482517483,281,161,128,1144,164.0198,1683.206524,high_coverage,provisional
12800307,Rönneholm-Mariedalsv,Malmö,Skåne,2026,2025,5.730046565373314,47.3,247,77,149,1000,79.007092,1378.821116,high_coverage,provisional
12800308,Rönneholm NV,Malmö,Skåne,2026,2025,5.468259914951217,53.164556962025316,279,139,170,1106,86.810734,1587.538547,high_coverage,provisional
12800309,Rönneholm NO,Malmö,Skåne,2026,2025,5.4707198712174785,45.424013434089,244,127,170,1191,96.011726,1755.010826,high_coverage,provisional
12800310,Rönneholmsparken,Malmö,Skåne,2026,2025,6.253480615342788,42.391304347826086,248,90,130,1104,97.225555,1554.743046,high_coverage,provisional
12800311,Ribersborg SO,Malmö,Skåne,2026,2025,4.9965167247432705,45.47283702213279,232,108,112,994,68.992599,1380.813931,high_coverage,provisional
12800312,Ribersborg NO,Malmö,Skåne,2026,2025,4.834186987618085,44.42988204456094,177,58,104,763,66.997301,1385.906279,high_coverage,provisional
12800313,Ribersborgsskolan,Malmö,Skåne,2026,2025,3.7285127393002044,46.6893039049236,266,107,177,1178,62.002734,1662.93475,high_coverage,provisional
12800314,Ribersborg-Limhamnsvägen,Malmö,Skåne,2026,2025,4.928969583801279,40.833333333333336,234,83,124,1080,73.050409,1482.062483,high_coverage,provisional
12800315,Ribersborg-Nicoloviusg,Malmö,Skåne,2026,2025,3.9400980301783157,38.716981132075475,293,73,147,1325,70.991812,1801.77781,high_coverage,provisional
12800316,Ribersborg-Regementsg,Malmö,Skåne,2026,2025,4.284970630179342,37.88135593220339,248,65,134,1180,65.015861,1517.300038,high_coverage,provisional
12800317,Fridhem,Malmö,Skåne,2026,2025,6.742700255833192,26.12872238232469,158,42,72,1041,100.008919,1483.217631,high_coverage,provisional
12800318,Västervång-Fridhem,Malmö,Skåne,2026,2025,3.9541909040466634,33.25740318906606,132,33,127,878,51.010532,1290.037159,high_coverage,provisional
12800319,Mellanheden,Malmö,Skåne,2026,2025,12.951510732119454,51.653944020356235,328,149,132,1179,232.997088,1798.995444,high_coverage,provisional
12800320,Dammfri-Köpenhamnsvägen,Malmö,Skåne,2026,2025,11.177344411342135,48.5663082437276,270,110,162,1116,189.033477,1691.219936,high_coverage,provisional
12800321,Dammfri-Korsörvägen,Malmö,Skåne,2026,2025,8.936664263674338,50.7514450867052,215,98,126,865,115.015695,1287.009242,high_coverage,provisional
12800322,Solbacken,Malmö,Skåne,2026,2025,11.538015014451824,48.26347305389221,190,96,117,835,163.200119,1414.455769,high_coverage,provisional
12800323,Dammfri-John Ericssons väg,Malmö,Skåne,2026,2025,13.177988850596256,52.61239368165249,189,130,114,823,157.974383,1198.774599,high_coverage,provisional
12800324,Kronborg,Malmö,Skåne,2026,2025,15.746049575597613,57.049180327868854,281,132,109,915,210.956699,1339.743648,high_coverage,provisional
12800401,Bellevue-Nya Bellevue,Malmö,Skåne,2026,2025,5.068402905899401,17.934782608695652,102,19,77,1104,96.285024,1899.711325,high_coverage,provisional
12800402,Rosenvång,Malmö,Skåne,2026,2025,4.657738270955242,26.888489208633093,172,29,98,1112,80.996308,1738.962202,high_coverage,provisional
12800403,Gamla Limhamn-Bellevue,Malmö,Skåne,2026,2025,7.338980872636707,23.896353166986565,157,24,68,1042,103.123657,1405.149554,high_coverage,provisional
12800404,"Limhamn, Ön",Malmö,Skåne,2026,2025,8.3504011537439,27.865612648221344,205,27,50,1012,148.708349,1780.852755,high_coverage,provisional
12800405,Gamla Limhamn-Tegnérgatan,Malmö,Skåne,2026,2025,6.862360819681223,30.17578125,185,40,84,1024,114.338679,1666.171191,high_coverage,provisional
12800406,Gamla Limhamn-Linnéskolan,Malmö,Skåne,2026,2025,6.769878283563142,37.15415019762846,235,68,73,1012,96.50838,1425.555615,high_coverage,provisional
12800407,Sibbarp N,Malmö,Skåne,2026,2025,9.848344314588301,37.582005623242736,247,89,65,1067,162.805692,1653.127539,high_coverage,provisional
12800408,Annetorp N,Malmö,Skåne,2026,2025,8.280431521561841,33.556405353728486,208,50,93,1046,146.054179,1763.847435,high_coverage,provisional
12800409,Djupadal N,Malmö,Skåne,2026,2025,2.8281701369743386,37.95130142737196,215,44,193,1191,52.94422,1872.03094,high_coverage,provisional
12800410,Annetorp S,Malmö,Skåne,2026,2025,10.626767803372712,43.39815762538383,292,73,59,977,172.616006,1624.350971,high_coverage,provisional
12800411,Sibbarp S,Malmö,Skåne,2026,2025,6.6712576662641965,23.722627737226276,148,36,76,1096,102.640987,1538.555279,high_coverage,provisional
12800412,Sibbarp-Hammars Park,Malmö,Skåne,2026,2025,7.437061461130069,30.876068376068375,201,41,47,936,106.102611,1426.673849,high_coverage,provisional
12800413,Djupadal-Ö Rosenvång,Malmö,Skåne,2026,2025,3.7510998496824794,36.26893939393939,228,37,118,1056,59.002889,1572.949038,high_coverage,provisional
12800414,Djupadal-Broddaparken,Malmö,Skåne,2026,2025,6.820317945635037,36.43497757847533,189,29,107,892,95.806093,1404.715935,high_coverage,provisional
12800415,Hyllieby,Malmö,Skåne,2026,2025,7.197998473728615,29.028436018957347,155,33,57,844,95.202589,1322.625857,high_coverage,provisional
12800416,Bunkeflostrand N,Malmö,Skåne,2026,2025,9.595155490048619,25.569871159563924,181,30,47,1009,196.396832,2046.83324,high_coverage,provisional
12800417,Bunkeflostrand-Fjärilsg,Malmö,Skåne,2026,2025,5.385397995839288,28.464017185821696,197,23,45,931,78.772107,1462.697967,high_coverage,provisional
12800418,Bunkeflostrand-Ängslätt,Malmö,Skåne,2026,2025,8.754356447873613,30.08252063015754,292,51,58,1333,197.551405,2256.606824,high_coverage,provisional
12800419,Bunkeflostrand-Strandhem,Malmö,Skåne,2026,2025,9.69175612334801,28.602461984069514,271,50,74,1381,238.92683,2465.25838,high_coverage,provisional
12800420,Annestad N,Malmö,Skåne,2026,2025,23.46818236821288,51.291989664082685,236,137,24,774,332.680518,1417.581101,high_coverage,provisional
12800421,Bunkeflo-Vintrie,Malmö,Skåne,2026,2025,11.450509114801891,33.43511450381679,139,31,49,655,173.079658,1511.545524,high_coverage,provisional
12800422,Klagshamn N,Malmö,Skåne,2026,2025,6.3904490249226,32.47950819672131,194,47,76,976,116.090237,1816.620969,high_coverage,provisional
12800423,Tygelsjö Ö,Malmö,Skåne,2026,2025,5.548935437927026,27.80708364732479,286,31,52,1327,151.914822,2737.729132,high_coverage,provisional
12800424,V Klagstorp-Tygelsjö V,Malmö,Skåne,2026,2025,6.024774655087625,30.874524714828897,273,62,71,1315,105.833859,1756.644274,high_coverage,provisional
12800425,Limhamn-Dragörkajen,Malmö,Skåne,2026,2025,9.015354274644055,28.535980148883375,147,28,55,806,155.081154,1720.189238,high_coverage,provisional
12800426,Kalkbrottet,Malmö,Skåne,2026,2025,17.26097999088232,34.26632739609839,287,63,54,1179,350.949727,2033.196998,high_coverage,provisional
12800427,Annestad S,Malmö,Skåne,2026,2025,19.784418288886517,38.92554194156456,258,104,51,1061,574.602271,2904.317239,high_coverage,provisional
12800428,Elinelund N,Malmö,Skåne,2026,2025,17.785781616653264,44.2159383033419,215,97,32,778,252.917148,1422.018742,high_coverage,provisional
12800429,Limhamn-Cementparken,Malmö,Skåne,2026,2025,20.326802376133895,43.12865497076023,186,75,34,684,298.381705,1467.922497,high_coverage,provisional
12800430,Limhamn-Fendertorget,Malmö,Skåne,2026,2025,27.247148974552644,48.764044943820224,269,114,51,890,565.167175,2074.224997,high_coverage,provisional
12800431,Limhamn-Fernissagatan,Malmö,Skåne,2026,2025,18.238397391801964,37.927565392354126,230,83,64,994,221.911102,1216.724788,high_coverage,provisional
12800432,Limhamn-Formgatan,Malmö,Skåne,2026,2025,14.735622657718,41.55299055613851,263,78,55,953,168.209498,1141.516052,high_coverage,provisional
12800433,Limhamn-Rosengrens gata,Malmö,Skåne,2026,2025,14.224227668207995,29.713721618953603,194,20,87,1013,256.380832,1802.423569,high_coverage,provisional
12800434,Klagshamn S-Tygelsjö vång,Malmö,Skåne,2026,2025,7.150122671652047,34.472934472934476,255,41,67,1053,124.85268,1746.16137,high_coverage,provisional
12800435,Elinelund S,Malmö,Skåne,2026,2025,17.89926968218203,34.87179487179487,220,71,49,975,302.207494,1688.378908,high_coverage,provisional
12800436,Gamla Limhamn-Valborgsgatan,Malmö,Skåne,2026,2025,7.080962166923178,34.32835820895522,204,53,88,1005,118.166549,1668.792266,high_coverage,provisional
12800501,Lorensborg N,Malmö,Skåne,2026,2025,23.257694898538148,57.929226736566186,206,148,88,763,306.972124,1319.873381,high_coverage,provisional
12800502,Lorensborg V,Malmö,Skåne,2026,2025,41.04886866334408,71.57534246575342,293,294,40,876,749.905477,1826.86028,high_coverage,provisional
12800503,Lorensborg SO,Malmö,Skåne,2026,2025,29.31272656245567,58.81226053639847,345,215,54,1044,541.937757,1848.813879,high_coverage,provisional
12800504,Bellevuegården V,Malmö,Skåne,2026,2025,27.199230880867837,51.09717868338558,212,89,25,638,466.652644,1715.683234,high_coverage,provisional
12800505,Bellevuegården Ö,Malmö,Skåne,2026,2025,45.58906494906642,82.01005025125629,400,387,29,995,1002.850497,2199.761057,high_coverage,provisional
12800506,Kroksbäck N,Malmö,Skåne,2026,2025,21.068271297565254,61.23521681997372,282,142,42,761,312.004052,1480.919092,high_coverage,provisional
12800507,Kroksbäck V,Malmö,Skåne,2026,2025,6.5088286570923595,38.22042467138524,201,40,137,989,94.82645,1456.889634,high_coverage,provisional
12800508,Kroksbäck S,Malmö,Skåne,2026,2025,47.841869015206065,90.17941454202078,466,473,16,1059,893.10755,1866.790676,high_coverage,provisional
12800509,Borgmästaregården S,Malmö,Skåne,2026,2025,12.773400400534213,55.94660194174757,296,102,63,824,184.40504,1443.664445,high_coverage,provisional
12800510,Borgmästaregården N,Malmö,Skåne,2026,2025,9.017313017481804,46.440677966101696,318,61,32,885,108.582907,1204.160339,high_coverage,provisional
12800511,Södertorp,Malmö,Skåne,2026,2025,13.20003014035545,51.965993623804465,360,94,35,941,182.054911,1379.200722,high_coverage,provisional
12800512,Gröndal,Malmö,Skåne,2026,2025,16.674420350653104,56.398809523809526,537,160,61,1344,357.980604,2146.884848,high_coverage,provisional
12800513,Kulladal N,Malmö,Skåne,2026,2025,17.593100316946717,47.701863354037265,235,103,46,805,230.991169,1312.964542,high_coverage,provisional
12800514,Kulladal-Per Albin Hanssons väg,Malmö,Skåne,2026,2025,11.484015849831318,50.08460236886633,380,128,84,1182,231.036571,2011.809928,high_coverage,provisional
12800515,Kulladal-Kulladalsgatan,Malmö,Skåne,2026,2025,15.097443584350213,54.831460674157306,334,114,40,890,241.967894,1602.707721,high_coverage,provisional
12800516,Holma N,Malmö,Skåne,2026,2025,36.16641939950612,73.25581395348837,370,240,20,860,655.544539,1812.577938,high_coverage,provisional
12800517,Holma S,Malmö,Skåne,2026,2025,48.48058418493594,85.33834586466165,361,306,14,798,850.525467,1754.363074,high_coverage,provisional
12800518,Lindeborg-Axel Danielssons väg,Malmö,Skåne,2026,2025,20.76173303837146,53.071500503524675,364,131,32,993,365.459365,1760.25462,high_coverage,provisional
12800519,Lindeborg Centrum,Malmö,Skåne,2026,2025,21.168070017397536,48.963474827245804,369,104,23,1013,364.605279,1722.430428,high_coverage,provisional
12800520,Lindeborg-Stolpalösaparken,Malmö,Skåne,2026,2025,21.27275595241396,54.282407407407405,300,137,32,864,329.50745,1548.964557,high_coverage,provisional
12800521,Hyllievång-Tennisgränd,Malmö,Skåne,2026,2025,35.91276969232132,50.78534031413613,235,122,31,764,1191.159667,3316.813705,high_coverage,provisional
12800522,Hyllievång-Allétorget,Malmö,Skåne,2026,2025,29.562200515522477,46.360759493670884,182,73,38,632,348.34739,1178.35406,high_coverage,provisional
12800523,Hyllievång-Dagvattenparken,Malmö,Skåne,2026,2025,31.16753347182621,63.44086021505376,206,164,43,651,698.305965,2240.491586,high_coverage,provisional
12800524,Hyllievång-Sagas gränd,Malmö,Skåne,2026,2025,27.83468064068466,52.70700636942675,186,113,32,628,302.637816,1087.268864,high_coverage,provisional
12800525,Hyllievång-Skrivaregatan,Malmö,Skåne,2026,2025,28.296606091043284,48.83268482490272,322,124,56,1028,394.394652,1393.78783,high_coverage,provisional
12800526,Bellevuegården-Hålsjön,Malmö,Skåne,2026,2025,27.202066547594693,67.58957654723127,211,174,30,614,231.707566,851.801335,high_coverage,provisional
12800601,Heleneholm,Malmö,Skåne,2026,2025,33.611378600230644,74.08963585434174,273,222,34,714,684.046253,2035.162738,high_coverage,provisional
12800602,Eriksfält,Malmö,Skåne,2026,2025,20.36859118390266,60.24930747922438,233,126,76,722,269.153918,1321.416467,high_coverage,provisional
12800603,Almhög V,Malmö,Skåne,2026,2025,31.630817082253078,69.11581569115816,332,187,36,803,656.019634,2073.988896,high_coverage,provisional
12800604,Almhög Ö,Malmö,Skåne,2026,2025,40.704786167566645,78.86178861788618,263,204,18,615,761.965652,1871.931347,high_coverage,provisional
12800605,Augustenborg N,Malmö,Skåne,2026,2025,40.72600115856357,84.44193912063135,328,345,76,887,818.925595,2010.81759,high_coverage,provisional
12800606,Augustenborg S,Malmö,Skåne,2026,2025,40.88453457040956,79.72222222222223,300,231,43,720,663.994607,1624.072804,high_coverage,provisional
12800607,Hindby,Malmö,Skåne,2026,2025,19.086317304785574,66.04938271604938,401,279,69,1134,446.979619,2341.885089,high_coverage,provisional
12800608,Nydala NV,Malmö,Skåne,2026,2025,37.757319307298744,77.74647887323944,343,194,15,710,642.951418,1702.8524,high_coverage,provisional
12800609,Nydala NO,Malmö,Skåne,2026,2025,40.8928296581814,81.14209827357237,379,218,14,753,704.992241,1723.999652,high_coverage,provisional
12800610,Nydala SO,Malmö,Skåne,2026,2025,36.706938326378925,76.62790697674419,402,239,18,860,906.978304,2470.863399,high_coverage,provisional
12800611,Gullviksborg,Malmö,Skåne,2026,2025,45.058488186562485,84.83516483516483,388,365,19,910,934.903639,2074.86686,high_coverage,provisional
12800612,Gullvik,Malmö,Skåne,2026,2025,26.574752680354536,66.14481409001957,398,235,43,1022,518.954587,1952.810599,high_coverage,provisional
12800613,Ö Söderkulla,Malmö,Skåne,2026,2025,20.34426325518968,60.921052631578945,315,117,31,760,303.191389,1490.304098,high_coverage,provisional
12800614,Hermodsdal,Malmö,Skåne,2026,2025,45.92004140494112,83.50983358547656,269,273,10,661,984.878434,2144.768175,high_coverage,provisional
12800615,Hermodsdal-Gullviksborg,Malmö,Skåne,2026,2025,36.965475008534135,75.93880389429764,298,237,11,719,786.903785,2128.753343,high_coverage,provisional
12800616,V Söderkulla-Söderkullagatan,Malmö,Skåne,2026,2025,18.424688790739527,62.71981242672919,368,151,16,853,313.127593,1699.500038,high_coverage,provisional
12800617,V Söderkulla Centrum,Malmö,Skåne,2026,2025,21.846870167057794,70.64220183486239,444,151,21,872,394.963013,1807.870006,high_coverage,provisional
12800618,V Söderkulla-Fosietorp,Malmö,Skåne,2026,2025,22.307765459909795,71.26288659793815,360,176,17,776,376.906416,1689.574945,high_coverage,provisional
12800619,Lindängen N,Malmö,Skåne,2026,2025,29.948438872836185,69.60926193921853,313,146,22,691,488.826715,1632.2277,high_coverage,provisional
12800620,Lindängen Centrum,Malmö,Skåne,2026,2025,39.143239729623104,74.67455621301775,347,275,9,845,807.160295,2062.06819,high_coverage,provisional
12800621,Almvik,Malmö,Skåne,2026,2025,31.95774256119461,63.58620689655172,287,157,17,725,592.322247,1853.454592,high_coverage,provisional
12800622,Lindängen Ö,Malmö,Skåne,2026,2025,38.414903382853424,80.2275960170697,300,252,12,703,823.67673,2144.159317,high_coverage,provisional
12800623,Lindängen-Almvik,Malmö,Skåne,2026,2025,37.75900537385625,64.8414985590778,307,130,13,694,1104.522752,2925.190272,high_coverage,provisional
12800624,Lindängen-Kastanjegården,Malmö,Skåne,2026,2025,33.104176250352914,71.47688838782413,384,232,18,887,578.184886,1746.561768,high_coverage,provisional
12800625,Lindängen-Vårsången,Malmö,Skåne,2026,2025,47.182976485413924,87.96680497925311,242,176,6,482,149.445253,316.735535,high_coverage,provisional
12800701,Oxie Kyrkby N,Malmö,Skåne,2026,2025,16.5020694378455,54.788610871440895,402,184,49,1159,339.374832,2056.559229,high_coverage,provisional
12800702,Oxie Kyrkby Ö,Malmö,Skåne,2026,2025,16.32303339113662,50.562947799385874,319,135,40,977,284.996015,1745.974588,high_coverage,provisional
12800703,Oxie Kyrkby-Toarp,Malmö,Skåne,2026,2025,13.338510097336929,49.743589743589745,227,104,57,780,199.035515,1492.18701,high_coverage,provisional
12800704,Kristineberg,Malmö,Skåne,2026,2025,25.891837893947073,51.92150449713819,416,184,35,1223,711.682004,2748.67318,high_coverage,provisional
12800705,Käglinge,Malmö,Skåne,2026,2025,13.241553242482455,46.00526777875329,364,120,40,1139,119.67411,903.77698,high_coverage,provisional
12800706,Oxievång Ö,Malmö,Skåne,2026,2025,18.834232527317237,54.20023014959724,327,122,22,869,306.975433,1629.880233,high_coverage,provisional
